#Annotated with Bakta v1.11.4, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	1530467	1531777	-	DLEPHM_03190	48.3	7.7		RefSeq:WP_011165593.1, SO:0001217, UniParc:UPI00002252D1, UniRef:UniRef100_Q6MIC5, UniRef:UniRef50_Q6MIC5, UniRef:UniRef90_Q6MIC5
contig_1	1539263	1539661	+	DLEPHM_03198	15.1	7.5		RefSeq:WP_038448398.1, SO:0001217, UniParc:UPI00030DF1A4, UniRef:UniRef100_Q6MIB7, UniRef:UniRef50_K7Z1C9, UniRef:UniRef90_K7Z1C9
contig_1	1541465	1543969	+	DLEPHM_03200	86.7	4.3	PF17164.10|DUF5122	PFAM:PF17164.10, RefSeq:WP_011165603.1, SO:0001217, UniParc:UPI00002252DB, UniRef:UniRef100_Q6MIB5, UniRef:UniRef50_Q6MIB5, UniRef:UniRef90_Q6MIB5
contig_1	1553228	1553731	-	DLEPHM_03210	19.1	9.5		RefSeq:WP_226988042.1, SO:0001217, UniParc:UPI00031B3672, UniRef:UniRef100_Q6MIA5, UniRef:UniRef50_A0A514XEH6, UniRef:UniRef90_K7YYR0
contig_1	1553842	1554891	+	DLEPHM_03211	40.7	5.5		RefSeq:WP_011165614.1, SO:0001217, UniParc:UPI00002252E6, UniRef:UniRef100_Q6MIA4, UniRef:UniRef50_K7ZC37, UniRef:UniRef90_K7ZC37
contig_1	1566597	1567235	+	DLEPHM_03217	22.4	5.5		RefSeq:WP_011165620.1, SO:0001217, UniParc:UPI00002252EC, UniRef:UniRef100_Q6MI98, UniRef:UniRef50_Q6MI98, UniRef:UniRef90_Q6MI98
contig_1	1570962	1572008	-	DLEPHM_03223	37.3	6.1		RefSeq:WP_011165626.1, SO:0001217, UniParc:UPI00002252F2, UniRef:UniRef100_Q6MI92, UniRef:UniRef50_Q6MI92, UniRef:UniRef90_Q6MI92
contig_1	1578437	1579456	+	DLEPHM_03230	38.4	5.1		RefSeq:WP_011165633.1, SO:0001217, UniParc:UPI00002252F9, UniRef:UniRef100_Q6MI85, UniRef:UniRef50_K7YYS7, UniRef:UniRef90_K7YYS7
contig_1	1582065	1582859	-	DLEPHM_03233	29.8	5.6		RefSeq:WP_011165636.1, SO:0001217, UniParc:UPI00002252FC, UniRef:UniRef100_Q6MI82, UniRef:UniRef50_K7YSL9, UniRef:UniRef90_Q6MI82
contig_1	1585006	1585938	-	DLEPHM_03237	33.6	5.4		RefSeq:WP_011165640.1, SO:0001217, UniParc:UPI0000225300, UniRef:UniRef100_Q6MI78, UniRef:UniRef50_Q6MI78, UniRef:UniRef90_Q6MI78
contig_1	1590728	1591015	+	DLEPHM_03242	10.6	9.7		RefSeq:WP_011165645.1, SO:0001217, UniParc:UPI0000225305, UniRef:UniRef100_Q6MI73, UniRef:UniRef50_A0A150WP95, UniRef:UniRef90_Q6MI73
contig_1	1591729	1592463	+	DLEPHM_03245	27.5	10.3		RefSeq:WP_011165648.1, SO:0001217, UniParc:UPI0000225308, UniRef:UniRef100_Q6MI70, UniRef:UniRef50_K7YYU9, UniRef:UniRef90_Q6MI70
contig_1	1592412	1592594	+	DLEPHM_03246	7.0	10.0		
contig_1	1593051	1593926	+	DLEPHM_03248	32.4	6.9		RefSeq:WP_011165650.1, SO:0001217, UniParc:UPI000022530A, UniRef:UniRef100_Q6MI68, UniRef:UniRef50_K7YSP4, UniRef:UniRef90_Q6MI68
contig_1	1601247	1601693	-	DLEPHM_03254	16.2	8.9		RefSeq:WP_011165656.1, SO:0001217, UniParc:UPI0000225310, UniRef:UniRef100_Q6MI62, UniRef:UniRef50_A0A1Z3N528, UniRef:UniRef90_A0A1Z3N528
contig_1	1619126	1619422	+	DLEPHM_03274	11.0	6.7		RefSeq:WP_011165677.1, SO:0001217, UniParc:UPI0000225325, UniRef:UniRef100_Q6MI43, UniRef:UniRef50_K7ZGY4, UniRef:UniRef90_K7ZGY4
contig_1	1623482	1624819	-	DLEPHM_03280	49.4	6.2		RefSeq:WP_231839206.1, SO:0001217, UniParc:UPI001E57FE00, UniRef:UniRef100_UPI001E57FE00, UniRef:UniRef50_A0A150WT72, UniRef:UniRef90_K7ZC70
contig_1	1632213	1633586	+	DLEPHM_03286	49.8	6.5		RefSeq:WP_011165689.1, SO:0001217, UniParc:UPI0000225331, UniRef:UniRef100_Q6MI31, UniRef:UniRef50_K7YSV6, UniRef:UniRef90_Q6MI31
contig_1	1633648	1634022	-	DLEPHM_03287	14.4	10.1		RefSeq:WP_011165690.1, SO:0001217, UniParc:UPI0000225332, UniRef:UniRef100_Q6MI30, UniRef:UniRef50_K7ZC73, UniRef:UniRef90_Q6MI30
contig_1	1635637	1636296	-	DLEPHM_03289	22.8	10.5	PF00166.26|Cpn10	PFAM:PF00166.26
contig_1	1641106	1643079	+	DLEPHM_03294	74.1	8.8		RefSeq:WP_011165696.1, SO:0001217, UniParc:UPI0000225338, UniRef:UniRef100_Q6MI24, UniRef:UniRef50_Q6MI24, UniRef:UniRef90_Q6MI24
contig_1	1648509	1648625	+	DLEPHM_03297	3.9	10.3		SO:0001217, UniParc:UPI000022533B, UniRef:UniRef100_Q6MI21, UniRef:UniRef50_K7ZC76, UniRef:UniRef90_K7ZC76
contig_1	1675369	1676610	-	DLEPHM_03324	47.1	9.2		RefSeq:WP_226988056.1, SO:0001217, UniParc:UPI00045C0927, UniRef:UniRef100_Q6MHZ3, UniRef:UniRef50_K7YZ27, UniRef:UniRef90_Q6MHZ3
contig_1	1697000	1697236	+	DLEPHM_03343	8.9	12.0		
contig_1	1700491	1700787	+	DLEPHM_03348	10.7	4.5		RefSeq:WP_157865727.1, SO:0001217, UniParc:UPI000316B4C5, UniRef:UniRef100_Q6MHX0, UniRef:UniRef50_K7YSZ9, UniRef:UniRef90_K7YSZ9
contig_1	1703031	1705616	+	DLEPHM_03351	95.8	5.7		RefSeq:WP_011165753.1, SO:0001217, UniParc:UPI0000225371, UniRef:UniRef100_Q6MHW7, UniRef:UniRef50_K7ZC93, UniRef:UniRef90_K7ZC93
contig_1	1722630	1723127	+	DLEPHM_03367	19.2	4.8		RefSeq:WP_011165769.1, SO:0001217, UniParc:UPI0000225381, UniRef:UniRef100_Q6MHV1, UniRef:UniRef50_Q6MHV1, UniRef:UniRef90_Q6MHV1
contig_1	1726180	1726773	+	DLEPHM_03371	21.7	9.6		RefSeq:WP_041583631.1, SO:0001217, UniParc:UPI0002E79EAF, UniRef:UniRef100_Q6MHU7, UniRef:UniRef50_K7YZ59, UniRef:UniRef90_K7YZ59
contig_1	1731077	1731418	+	DLEPHM_03375	12.7	9.2		RefSeq:WP_011165777.1, SO:0001217, UniParc:UPI0000225389, UniRef:UniRef100_Q6MHU3, UniRef:UniRef50_K7YT16, UniRef:UniRef90_K7YT16
contig_1	1757649	1758053	+	DLEPHM_03399	15.0	4.5		RefSeq:WP_011165802.1, SO:0001217, UniParc:UPI00002253A2, UniRef:UniRef100_Q6MHR8, UniRef:UniRef50_K7YZ85, UniRef:UniRef90_K7YZ85
contig_1	1765339	1765515	+	DLEPHM_03406	6.5	9.2		RefSeq:WP_011165809.1, SO:0001217, UniParc:UPI00002253A9, UniRef:UniRef100_Q6MHR1, UniRef:UniRef50_Q6MHR1, UniRef:UniRef90_Q6MHR1
contig_1	1784176	1784487	-	DLEPHM_03426	11.5	9.5		RefSeq:WP_011165829.1, SO:0001217, UniParc:UPI00002253BD, UniRef:UniRef100_Q6MHP1, UniRef:UniRef50_Q6MHP1, UniRef:UniRef90_Q6MHP1
contig_1	1788409	1788810	-	DLEPHM_03432	15.0	4.7		RefSeq:WP_226988072.1, SO:0001217, UniParc:UPI0002F35865, UniRef:UniRef100_UPI0002F35865, UniRef:UniRef50_K7ZCB6, UniRef:UniRef90_K7ZCB6
contig_1	1788990	1789520	+	DLEPHM_03433	20.5	6.0		RefSeq:WP_011165836.1, SO:0001217, UniParc:UPI00002253C4, UniRef:UniRef100_Q6MHN4, UniRef:UniRef50_K7Z1X3, UniRef:UniRef90_Q6MHN4
contig_1	1794480	1794650	-	DLEPHM_03441	6.5	5.8		SO:0001217, UniParc:UPI00002253CB, UniRef:UniRef100_Q6MHM7, UniRef:UniRef50_Q6MHM7, UniRef:UniRef90_Q6MHM7
contig_1	1798561	1798905	-	DLEPHM_03447	12.2	9.3		RefSeq:WP_011165849.1, SO:0001217, UniParc:UPI00002253D1, UniRef:UniRef100_Q6MHM1, UniRef:UniRef50_K7YZC5, UniRef:UniRef90_K7YZC5
contig_1	1818986	1819231	-	DLEPHM_03466	9.3	9.0		RefSeq:WP_011165869.1, SO:0001217, UniParc:UPI00002253E5, UniRef:UniRef100_Q6MHK1, UniRef:UniRef50_Q6MHK1, UniRef:UniRef90_Q6MHK1
contig_1	1819231	1819650	-	DLEPHM_03467	15.8	4.6		RefSeq:WP_011165870.1, SO:0001217, UniParc:UPI00002253E6, UniRef:UniRef100_Q6MHK0, UniRef:UniRef50_K7YZE3, UniRef:UniRef90_K7YZE3
contig_1	1822631	1822747	+	DLEPHM_03471	4.4	10.0		SO:0001217, UniParc:UPI00002253E9, UniRef:UniRef100_Q6MHJ7, UniRef:UniRef50_K7YT85, UniRef:UniRef90_K7YT85
contig_1	1830262	1831200	+	DLEPHM_03478	34.1	7.7		RefSeq:WP_011165881.1, SO:0001217, UniParc:UPI00002253F1, UniRef:UniRef100_Q6MHI9, UniRef:UniRef50_Q6MHI9, UniRef:UniRef90_Q6MHI9
contig_1	1831210	1832295	+	DLEPHM_03479	39.6	5.8		RefSeq:WP_011165882.1, SO:0001217, UniParc:UPI00002253F2, UniRef:UniRef100_Q6MHI8, UniRef:UniRef50_K7ZCD1, UniRef:UniRef90_K7ZCD1
contig_1	1865795	1866484	-	DLEPHM_03515	24.0	4.8		RefSeq:WP_038448693.1, SO:0001217, UniParc:UPI00031D35E0, UniRef:UniRef100_Q6MHF2, UniRef:UniRef50_Q6MHF2, UniRef:UniRef90_Q6MHF2
contig_1	1869165	1869428	+	DLEPHM_03518	9.9	9.8		RefSeq:WP_038448700.1, SO:0001217, UniParc:UPI00045BFC2A, UniRef:UniRef100_Q6MHE9, UniRef:UniRef50_Q6MHE9, UniRef:UniRef90_Q6MHE9
contig_1	1901605	1901781	+	DLEPHM_03549	6.3	8.8		SO:0001217, UniRef:UniRef50_UPI00130E6653
contig_1	1910645	1911007	-	DLEPHM_03560	13.8	7.7		SO:0001217, UniRef:UniRef50_K7ZH82, UniRef:UniRef90_K7ZH82
contig_1	1911166	1911567	-	DLEPHM_03561	14.4	6.6		SO:0001217, UniRef:UniRef50_K7ZCH1, UniRef:UniRef90_K7ZCH1
contig_1	1946841	1947830	-	DLEPHM_03606	38.2	9.3		RefSeq:WP_011166006.1, SO:0001217, UniParc:UPI000022546E, UniRef:UniRef100_Q6MH64, UniRef:UniRef50_Q6MH64, UniRef:UniRef90_Q6MH64
