source           ,1..3,782,950        ,3,782,950,==,source    
dnaA             ,1..1416             ,1416     ,=>,gene      
dnaA             ,1..1416             ,1416     ,=>,CDS       
dnaN             ,1649..2755          ,1107     ,=>,gene      
dnaN             ,1649..2755          ,1107     ,=>,CDS       
recF             ,2755..3879          ,1125     ,=>,gene      
recF             ,2755..3879          ,1125     ,=>,CDS       
gyrB             ,3966..6386          ,2421     ,=>,gene      
gyrB             ,3966..6386          ,2421     ,=>,CDS       
gyrA             ,6410..8893          ,2484     ,=>,gene      
gyrA             ,6410..8893          ,2484     ,=>,CDS       
BD_RS00030       ,8895..9692          ,798      ,=>,gene      
BD_RS00030       ,8895..9692          ,798      ,=>,CDS       
BD_RS00035       ,9692..9928          ,237      ,=>,gene      
BD_RS00035       ,9692..9928          ,237      ,=>,CDS       
BD_RS00040       ,9925..10,281        ,357      ,=>,gene      
BD_RS00040       ,9925..10,281        ,357      ,=>,CDS       
BD_RS15985       ,3,404,626..3,406,452,1827     ,<=,CDS       
BD_RS15990       ,3,406,449..3,407,624,1176     ,<=,gene      
BD_RS15990       ,3,406,449..3,407,624,1176     ,<=,CDS       
BD_RS15995       ,3,407,617..3,408,129,513      ,<=,gene      
BD_RS15995       ,3,407,617..3,408,129,513      ,<=,CDS       
BD_RS16000       ,3,408,099..3,408,668,570      ,<=,gene      
BD_RS16000       ,3,408,099..3,408,668,570      ,<=,CDS       
BD_RS16005       ,3,408,668..3,409,057,390      ,<=,gene      
BD_RS16005       ,3,408,668..3,409,057,390      ,<=,CDS       
BD_RS16010       ,3,409,126..3,409,422,297      ,<=,gene      
BD_RS16010       ,3,409,126..3,409,422,297      ,<=,CDS       
ung              ,3,409,570..3,410,259,690      ,<=,gene      
ung              ,3,409,570..3,410,259,690      ,<=,CDS       
BD_RS16020       ,3,410,408..3,410,809,402      ,=>,gene      
BD_RS16020       ,3,410,408..3,410,809,402      ,=>,CDS       
BD_RS16025       ,3,410,839..3,411,795,957      ,=>,gene      
BD_RS16025       ,3,410,839..3,411,795,957      ,=>,CDS       
BD_RS16030       ,3,411,890..3,412,726,837      ,=>,gene      
BD_RS16030       ,3,411,890..3,412,726,837      ,=>,CDS       
BD_RS16035       ,3,412,765..3,413,130,366      ,=>,gene      
BD_RS16035       ,3,412,765..3,413,130,366      ,=>,CDS       
BD_RS16040       ,3,413,359..3,413,745,387      ,<=,gene      
BD_RS16040       ,3,413,359..3,413,745,387      ,<=,CDS       
BD_RS16045       ,3,413,940..3,414,470,531      ,=>,gene      
BD_RS16045       ,3,413,940..3,414,470,531      ,=>,CDS       
regulatory region,3,414,605..3,414,702,98       ,==,regulatory
BD_RS16050       ,3,414,695..3,415,564,870      ,=>,gene      
BD_RS16050       ,3,414,695..3,415,564,870      ,=>,CDS       
BD_RS16055       ,3,415,577..3,416,467,891      ,<=,gene      
BD_RS16055       ,3,415,577..3,416,467,891      ,<=,CDS       
BD_RS16060       ,3,416,640..3,416,861,222      ,=>,gene      
BD_RS16060       ,3,416,640..3,416,861,222      ,=>,CDS       
BD_RS16065       ,3,416,965..3,417,306,342      ,=>,gene      
BD_RS16065       ,3,416,965..3,417,306,342      ,=>,CDS       
BD_RS16070       ,3,417,364..3,418,032,669      ,=>,gene      
BD_RS16070       ,3,417,364..3,418,032,669      ,=>,CDS       
lexA             ,3,418,149..3,418,871,723      ,=>,gene      
lexA             ,3,418,149..3,418,871,723      ,=>,CDS       
BD_RS16080       ,3,419,067..3,419,411,345      ,=>,gene      
BD_RS16080       ,3,419,067..3,419,411,345      ,=>,CDS       
BD_RS18215       ,3,419,430..3,419,567,138      ,<=,gene      
BD_RS18215       ,3,419,430..3,419,567,138      ,<=,CDS       
BD_RS16085       ,3,419,621..3,420,319,699      ,<=,gene      
BD_RS16085       ,3,419,621..3,420,319,699      ,<=,CDS       
BD_RS16090       ,3,420,459..3,421,328,870      ,=>,gene      
BD_RS16090       ,3,420,459..3,421,328,870      ,=>,CDS       
BD_RS16095       ,3,421,331..3,421,828,498      ,=>,gene      
BD_RS16095       ,3,421,331..3,421,828,498      ,=>,CDS       
BD_RS16100       ,3,421,918..3,422,361,444      ,<=,gene      
BD_RS16100       ,3,421,918..3,422,361,444      ,<=,CDS       
BD_RS16105       ,3,422,674..3,423,045,372      ,<=,gene      
BD_RS16105       ,3,422,674..3,423,045,372      ,<=,CDS       
BD_RS16110       ,3,423,511..3,423,855,345      ,<=,gene      
BD_RS16110       ,3,423,511..3,423,855,345      ,<=,CDS       
BD_RS16115       ,3,423,945..3,424,553,609      ,<=,gene      
BD_RS16115       ,3,423,945..3,424,553,609      ,<=,CDS       
BD_RS16120       ,3,424,690..3,425,982,1293     ,=>,gene      
BD_RS16120       ,3,424,690..3,425,982,1293     ,=>,CDS       
BD_RS16125       ,3,426,452..3,427,033,582      ,<=,gene      
BD_RS16125       ,3,426,452..3,427,033,582      ,<=,CDS       
xth              ,3,427,050..3,427,865,816      ,<=,gene      
xth              ,3,427,050..3,427,865,816      ,<=,CDS       
BD_RS16135       ,3,427,884..3,428,405,522      ,=>,gene      
BD_RS16135       ,3,427,884..3,428,405,522      ,=>,CDS       
BD_RS16140       ,3,428,408..3,429,571,1164     ,=>,gene      
BD_RS16140       ,3,428,408..3,429,571,1164     ,=>,CDS       
BD_RS16145       ,3,429,568..3,430,257,690      ,<=,gene      
BD_RS16145       ,3,429,568..3,430,257,690      ,<=,CDS       
BD_RS16150       ,3,430,259..3,432,775,2517     ,<=,gene      
BD_RS16150       ,3,430,259..3,432,775,2517     ,<=,CDS       
BD_RS16155       ,3,432,902..3,433,447,546      ,=>,gene      
BD_RS16155       ,3,432,902..3,433,447,546      ,=>,CDS       
BD_RS16160       ,3,433,470..3,434,069,600      ,<=,gene      
BD_RS16160       ,3,433,470..3,434,069,600      ,<=,CDS       
BD_RS16165       ,3,434,260..3,436,077,1818     ,=>,gene      
BD_RS16165       ,3,434,260..3,436,077,1818     ,=>,CDS       
BD_RS16170       ,3,436,119..3,436,529,411      ,<=,gene      
BD_RS16170       ,3,436,119..3,436,529,411      ,<=,CDS       
BD_RS16175       ,3,436,650..3,437,294,645      ,<=,gene      
BD_RS16175       ,3,436,650..3,437,294,645      ,<=,CDS       
BD_RS16180       ,3,437,291..3,438,811,1521     ,<=,gene      
BD_RS16180       ,3,437,291..3,438,811,1521     ,<=,CDS       
rfaD             ,3,439,024..3,439,992,969      ,=>,gene      
rfaD             ,3,439,024..3,439,992,969      ,=>,CDS       
BD_RS16190       ,3,440,007..3,441,749,1743     ,=>,gene      
BD_RS16190       ,3,440,007..3,441,749,1743     ,=>,CDS       
BD_RS16195       ,3,441,751..3,442,536,786      ,=>,gene      
BD_RS16195       ,3,441,751..3,442,536,786      ,=>,CDS       
BD_RS16200       ,3,442,607..3,443,926,1320     ,=>,gene      
BD_RS16200       ,3,442,607..3,443,926,1320     ,=>,CDS       
BD_RS16205       ,3,443,936..3,444,181,246      ,<=,gene      
BD_RS16205       ,3,443,936..3,444,181,246      ,<=,CDS       
BD_RS16210       ,3,444,181..3,444,600,420      ,<=,gene      
BD_RS16210       ,3,444,181..3,444,600,420      ,<=,CDS       
BD_RS18290       ,3,444,606..3,445,022,417      ,<=,gene      
BD_RS18290       ,3,444,606..3,445,022,417      ,<=,CDS       
ribD             ,3,445,097..3,446,281,1185     ,<=,gene      
ribD             ,3,445,097..3,446,281,1185     ,<=,CDS       
hppD             ,3,446,290..3,447,348,1059     ,<=,gene      
hppD             ,3,446,290..3,447,348,1059     ,<=,CDS       
BD_RS16230       ,3,447,694..3,448,836,1143     ,<=,gene      
BD_RS16230       ,3,447,694..3,448,836,1143     ,<=,CDS       
pif1             ,3,448,836..3,450,155,1320     ,<=,gene      
pif1             ,3,448,836..3,450,155,1320     ,<=,CDS       
BD_RS16240       ,3,450,174..3,452,162,1989     ,=>,gene      
BD_RS16240       ,3,450,174..3,452,162,1989     ,=>,CDS       
BD_RS16245       ,3,452,283..3,453,239,957      ,=>,gene      
BD_RS16245       ,3,452,283..3,453,239,957      ,=>,CDS       
BD_RS16250       ,3,453,345..3,453,725,381      ,=>,gene      
BD_RS16250       ,3,453,345..3,453,725,381      ,=>,CDS       
BD_RS16255       ,3,453,737..3,455,110,1374     ,=>,gene      
BD_RS16255       ,3,453,737..3,455,110,1374     ,=>,CDS       
BD_RS16260       ,3,455,212..3,456,150,939      ,=>,gene      
BD_RS16260       ,3,455,212..3,456,150,939      ,=>,CDS       
BD_RS16265       ,3,456,160..3,457,245,1086     ,=>,gene      
BD_RS16265       ,3,456,160..3,457,245,1086     ,=>,CDS       
BD_RS16270       ,3,457,328..3,458,098,771      ,=>,gene      
BD_RS16270       ,3,457,328..3,458,098,771      ,=>,CDS       
BD_RS16275       ,3,458,099..3,458,809,711      ,<=,gene      
BD_RS16275       ,3,458,099..3,458,809,711      ,<=,CDS       
BD_RS16280       ,3,458,822..3,459,352,531      ,<=,gene      
BD_RS16280       ,3,458,822..3,459,352,531      ,<=,CDS       
BD_RS16285       ,3,459,439..3,460,173,735      ,<=,gene      
BD_RS16285       ,3,459,439..3,460,173,735      ,<=,CDS       
BD_RS16290       ,3,460,322..3,461,041,720      ,=>,gene      
BD_RS16290       ,3,460,322..3,461,041,720      ,=>,CDS       
panB             ,3,461,049..3,461,840,792      ,=>,gene      
panB             ,3,461,049..3,461,840,792      ,=>,CDS       
panC             ,3,461,837..3,462,592,756      ,=>,gene      
panC             ,3,461,837..3,462,592,756      ,=>,CDS       
coaBC            ,3,462,579..3,463,850,1272     ,=>,gene      
coaBC            ,3,462,579..3,463,850,1272     ,=>,CDS       
BD_RS16310       ,3,463,847..3,464,617,771      ,=>,gene      
BD_RS16310       ,3,463,847..3,464,617,771      ,=>,CDS       
BD_RS16315       ,3,464,628..3,465,002,375      ,=>,gene      
BD_RS16315       ,3,464,628..3,465,002,375      ,=>,CDS       
BD_RS16320       ,3,465,111..3,466,943,1833     ,=>,gene      
BD_RS16320       ,3,465,111..3,466,943,1833     ,=>,CDS       
BD_RS16325       ,3,466,949..3,467,761,813      ,=>,gene      
BD_RS16325       ,3,466,949..3,467,761,813      ,=>,CDS       
BD_RS16330       ,3,467,758..3,469,242,1485     ,<=,gene      
BD_RS16330       ,3,467,758..3,469,242,1485     ,<=,CDS       
BD_RS16335       ,3,469,358..3,470,887,1530     ,<=,gene      
BD_RS16335       ,3,469,358..3,470,887,1530     ,<=,CDS       
BD_RS16340       ,3,471,112..3,471,687,576      ,=>,gene      
BD_RS16340       ,3,471,112..3,471,687,576      ,=>,CDS       
BD_RS16345       ,3,471,716..3,473,548,1833     ,=>,gene      
BD_RS16345       ,3,471,716..3,473,548,1833     ,=>,CDS       
BD_RS16350       ,3,473,740..3,474,813,1074     ,=>,gene      
BD_RS16350       ,3,473,740..3,474,813,1074     ,=>,CDS       
BD_RS16355       ,3,474,815..3,475,612,798      ,<=,gene      
BD_RS16355       ,3,474,815..3,475,612,798      ,<=,CDS       
BD_RS16360       ,3,475,738..3,477,360,1623     ,=>,gene      
BD_RS16360       ,3,475,738..3,477,360,1623     ,=>,CDS       
BD_RS16365       ,3,477,374..3,478,309,936      ,<=,gene      
BD_RS16365       ,3,477,374..3,478,309,936      ,<=,CDS       
BD_RS16370       ,3,478,315..3,478,695,381      ,<=,gene      
BD_RS16370       ,3,478,315..3,478,695,381      ,<=,CDS       
BD_RS16375       ,3,478,695..3,480,173,1479     ,<=,gene      
BD_RS16375       ,3,478,695..3,480,173,1479     ,<=,CDS       
BD_RS16380       ,3,480,173..3,480,952,780      ,<=,gene      
BD_RS16380       ,3,480,173..3,480,952,780      ,<=,CDS       
BD_RS16385       ,3,480,955..3,482,562,1608     ,<=,gene      
BD_RS16385       ,3,480,955..3,482,562,1608     ,<=,CDS       
BD_RS16390       ,3,482,574..3,483,182,609      ,<=,gene      
BD_RS16390       ,3,482,574..3,483,182,609      ,<=,CDS       
BD_RS16395       ,3,483,311..3,483,811,501      ,=>,gene      
BD_RS16395       ,3,483,311..3,483,811,501      ,=>,CDS       
BD_RS16400       ,3,483,811..3,484,848,1038     ,=>,gene      
BD_RS16400       ,3,483,811..3,484,848,1038     ,=>,CDS       
BD_RS16405       ,3,484,936..3,485,460,525      ,=>,gene      
BD_RS16405       ,3,484,936..3,485,460,525      ,=>,CDS       
BD_RS16410       ,3,485,510..3,486,316,807      ,=>,gene      
BD_RS16410       ,3,485,510..3,486,316,807      ,=>,CDS       
BD_RS16415       ,3,486,444..3,486,974,531      ,=>,gene      
BD_RS16415       ,3,486,444..3,486,974,531      ,=>,CDS       
BD_RS16420       ,3,486,997..3,487,827,831      ,=>,gene      
BD_RS16420       ,3,486,997..3,487,827,831      ,=>,CDS       
BD_RS16425       ,3,487,784..3,488,596,813      ,=>,gene      
BD_RS16425       ,3,487,784..3,488,596,813      ,=>,CDS       
BD_RS16430       ,3,488,597..3,489,394,798      ,=>,gene      
BD_RS16430       ,3,488,597..3,489,394,798      ,=>,CDS       
BD_RS16435       ,3,489,407..3,490,033,627      ,=>,gene      
BD_RS16435       ,3,489,407..3,490,033,627      ,=>,CDS       
BD_RS16440       ,3,490,158..3,490,724,567      ,=>,gene      
BD_RS16440       ,3,490,158..3,490,724,567      ,=>,CDS       
BD_RS16445       ,3,490,745..3,491,434,690      ,<=,gene      
BD_RS16445       ,3,490,745..3,491,434,690      ,<=,CDS       
BD_RS16450       ,3,491,793..3,492,590,798      ,=>,gene      
BD_RS16450       ,3,491,793..3,492,590,798      ,=>,CDS       
BD_RS16455       ,3,492,632..3,494,128,1497     ,=>,gene      
BD_RS16455       ,3,492,632..3,494,128,1497     ,=>,CDS       
BD_RS16460       ,3,494,115..3,494,378,264      ,=>,gene      
BD_RS16460       ,3,494,115..3,494,378,264      ,=>,CDS       
BD_RS16465       ,3,494,359..3,495,078,720      ,=>,gene      
BD_RS16465       ,3,494,359..3,495,078,720      ,=>,CDS       
BD_RS16470       ,3,495,093..3,496,886,1794     ,<=,gene      
BD_RS16470       ,3,495,093..3,496,886,1794     ,<=,CDS       
BD_RS16475       ,3,496,947..3,499,001,2055     ,<=,gene      
BD_RS16475       ,3,496,947..3,499,001,2055     ,<=,CDS       
BD_RS16480       ,3,498,998..3,500,206,1209     ,<=,gene      
BD_RS16480       ,3,498,998..3,500,206,1209     ,<=,CDS       
BD_RS16485       ,3,500,216..3,501,814,1599     ,<=,gene      
BD_RS16485       ,3,500,216..3,501,814,1599     ,<=,CDS       
BD_RS16490       ,3,501,978..3,503,156,1179     ,=>,gene      
BD_RS16490       ,3,501,978..3,503,156,1179     ,=>,CDS       
BD_RS16495       ,3,503,334..3,504,044,711      ,=>,gene      
BD_RS16495       ,3,503,334..3,504,044,711      ,=>,CDS       
BD_RS16500       ,3,504,123..3,505,490,1368     ,<=,gene      
BD_RS16500       ,3,504,123..3,505,490,1368     ,<=,CDS       
BD_RS16505       ,3,505,595..3,506,920,1326     ,<=,gene      
BD_RS16505       ,3,505,595..3,506,920,1326     ,<=,CDS       
rnpB             ,3,507,019..3,507,402,384      ,<=,gene      
RNase_P_RNA      ,3,507,019..3,507,402,384      ,<=,ncRNA     
BD_RS16510       ,3,507,533..3,507,976,444      ,=>,gene      
BD_RS16510       ,3,507,533..3,507,976,444      ,=>,CDS       
BD_RS16515       ,3,508,124..3,508,546,423      ,=>,gene      
BD_RS16515       ,3,508,124..3,508,546,423      ,=>,CDS       
BD_RS16520       ,3,508,721..3,510,310,1590     ,=>,gene      
BD_RS16520       ,3,508,721..3,510,310,1590     ,=>,CDS       
BD_RS16525       ,3,510,300..3,510,992,693      ,<=,gene      
BD_RS16525       ,3,510,300..3,510,992,693      ,<=,CDS       
BD_RS16530       ,3,511,174..3,512,091,918      ,=>,gene      
BD_RS16530       ,3,511,174..3,512,091,918      ,=>,CDS       
speE             ,3,512,217..3,513,503,1287     ,=>,gene      
speE             ,3,512,217..3,513,503,1287     ,=>,CDS       
BD_RS16540       ,3,513,569..3,514,189,621      ,=>,gene      
BD_RS16540       ,3,513,569..3,514,189,621      ,=>,CDS       
BD_RS16545       ,3,514,347..3,515,120,774      ,<=,gene      
BD_RS16545       ,3,514,347..3,515,120,774      ,<=,CDS       
BD_RS16550       ,3,515,244..3,515,813,570      ,<=,gene      
BD_RS16550       ,3,515,244..3,515,813,570      ,<=,CDS       
BD_RS16555       ,3,515,974..3,516,531,558      ,<=,gene      
BD_RS16555       ,3,515,974..3,516,531,558      ,<=,CDS       
BD_RS16560       ,3,516,571..3,516,948,378      ,<=,gene      
BD_RS16560       ,3,516,571..3,516,948,378      ,<=,CDS       
BD_RS16565       ,3,517,155..3,518,075,921      ,=>,gene      
BD_RS16565       ,3,517,155..3,518,075,921      ,=>,CDS       
BD_RS16570       ,3,518,127..3,519,362,1236     ,<=,gene      
BD_RS16570       ,3,518,127..3,519,362,1236     ,<=,CDS       
BD_RS16575       ,3,519,472..3,521,043,1572     ,=>,gene      
BD_RS16575       ,3,519,472..3,521,043,1572     ,=>,CDS       
BD_RS16580       ,3,520,994..3,521,503,510      ,<=,gene      
BD_RS16580       ,3,520,994..3,521,503,510      ,<=,CDS       
ubiG             ,3,521,555..3,522,322,768      ,<=,gene      
ubiG             ,3,521,555..3,522,322,768      ,<=,CDS       
BD_RS16590       ,3,522,408..3,522,833,426      ,=>,gene      
BD_RS16590       ,3,522,408..3,522,833,426      ,=>,CDS       
BD_RS16595       ,3,522,886..3,524,700,1815     ,=>,gene      
BD_RS16595       ,3,522,886..3,524,700,1815     ,=>,CDS       
BD_RS18095       ,3,524,593..3,524,988,396      ,<=,gene      
BD_RS18095       ,3,524,593..3,524,988,396      ,<=,CDS       
BD_RS16605       ,3,525,011..3,526,381,1371     ,<=,gene      
BD_RS16605       ,3,525,011..3,526,381,1371     ,<=,CDS       
BD_RS16610       ,3,526,767..3,527,222,456      ,=>,gene      
BD_RS16610       ,3,526,767..3,527,222,456      ,=>,CDS       
BD_RS16615       ,3,527,341..3,527,820,480      ,=>,gene      
BD_RS16615       ,3,527,341..3,527,820,480      ,=>,CDS       
BD_RS16620       ,3,527,833..3,528,258,426      ,<=,gene      
BD_RS16620       ,3,527,833..3,528,258,426      ,<=,CDS       
BD_RS16625       ,3,528,364..3,528,882,519      ,=>,gene      
BD_RS16625       ,3,528,364..3,528,882,519      ,=>,CDS       
BD_RS16630       ,3,528,998..3,530,752,1755     ,=>,gene      
BD_RS16630       ,3,528,998..3,530,752,1755     ,=>,CDS       
BD_RS16635       ,3,530,749..3,531,411,663      ,<=,gene      
BD_RS16635       ,3,530,749..3,531,411,663      ,<=,CDS       
BD_RS16640       ,3,531,418..3,532,140,723      ,<=,gene      
BD_RS16640       ,3,531,418..3,532,140,723      ,<=,CDS       
BD_RS16645       ,3,532,321..3,533,919,1599     ,=>,gene      
BD_RS16645       ,3,532,321..3,533,919,1599     ,=>,CDS       
BD_RS16650       ,3,533,916..3,534,644,729      ,<=,gene      
BD_RS16650       ,3,533,916..3,534,644,729      ,<=,CDS       
BD_RS16655       ,3,534,969..3,535,529,561      ,=>,gene      
BD_RS16655       ,3,534,969..3,535,529,561      ,=>,CDS       
BD_RS16660       ,3,535,595..3,535,957,363      ,<=,gene      
BD_RS16660       ,3,535,595..3,535,957,363      ,<=,CDS       
BD_RS16665       ,3,536,116..3,536,550,435      ,<=,gene      
BD_RS16665       ,3,536,116..3,536,550,435      ,<=,CDS       
BD_RS16670       ,3,536,554..3,537,369,816      ,<=,gene      
BD_RS16670       ,3,536,554..3,537,369,816      ,<=,CDS       
BD_RS16675       ,3,537,512..3,537,871,360      ,<=,gene      
BD_RS16675       ,3,537,512..3,537,871,360      ,<=,CDS       
BD_RS16680       ,3,537,951..3,539,495,1545     ,=>,gene      
BD_RS16680       ,3,537,951..3,539,495,1545     ,=>,CDS       
BD_RS16685       ,3,539,533..3,540,456,924      ,<=,gene      
BD_RS16685       ,3,539,533..3,540,456,924      ,<=,CDS       
BD_RS16690       ,3,540,748..3,541,809,1062     ,=>,gene      
BD_RS16690       ,3,540,748..3,541,809,1062     ,=>,CDS       
BD_RS16695       ,3,541,793..3,542,257,465      ,=>,gene      
BD_RS16695       ,3,541,793..3,542,257,465      ,=>,CDS       
BD_RS16700       ,3,542,270..3,544,336,2067     ,=>,gene      
BD_RS16700       ,3,542,270..3,544,336,2067     ,=>,CDS       
BD_RS16705       ,3,544,312..3,544,689,378      ,<=,gene      
BD_RS16705       ,3,544,312..3,544,689,378      ,<=,CDS       
BD_RS16710       ,3,544,712..3,545,257,546      ,<=,gene      
BD_RS16710       ,3,544,712..3,545,257,546      ,<=,CDS       
BD_RS16715       ,3,545,273..3,545,632,360      ,<=,gene      
BD_RS16715       ,3,545,273..3,545,632,360      ,<=,CDS       
BD_RS16720       ,3,545,759..3,546,145,387      ,=>,gene      
BD_RS16720       ,3,545,759..3,546,145,387      ,=>,CDS       
BD_RS16725       ,3,546,154..3,546,630,477      ,=>,gene      
BD_RS16725       ,3,546,154..3,546,630,477      ,=>,CDS       
BD_RS16730       ,3,546,751..3,547,902,1152     ,=>,gene      
BD_RS16730       ,3,546,751..3,547,902,1152     ,=>,CDS       
BD_RS16735       ,3,547,899..3,548,171,273      ,<=,gene      
BD_RS16735       ,3,547,899..3,548,171,273      ,<=,CDS       
BD_RS16740       ,3,548,363..3,548,773,411      ,=>,gene      
BD_RS16740       ,3,548,363..3,548,773,411      ,=>,CDS       
BD_RS16745       ,3,548,776..3,549,576,801      ,<=,gene      
BD_RS16745       ,3,548,776..3,549,576,801      ,<=,CDS       
BD_RS16750       ,3,549,817..3,550,320,504      ,<=,gene      
BD_RS16750       ,3,549,817..3,550,320,504      ,<=,CDS       
BD_RS16755       ,3,550,335..3,551,147,813      ,<=,gene      
BD_RS16755       ,3,550,335..3,551,147,813      ,<=,CDS       
BD_RS16760       ,3,551,144..3,552,079,936      ,<=,gene      
BD_RS16760       ,3,551,144..3,552,079,936      ,<=,CDS       
BD_RS16765       ,3,552,161..3,553,516,1356     ,<=,gene      
BD_RS16765       ,3,552,161..3,553,516,1356     ,<=,CDS       
BD_RS16770       ,3,553,666..3,554,031,366      ,=>,gene      
BD_RS16770       ,3,553,666..3,554,031,366      ,=>,CDS       
BD_RS16775       ,3,554,015..3,554,968,954      ,=>,gene      
BD_RS16775       ,3,554,015..3,554,968,954      ,=>,CDS       
BD_RS16780       ,3,555,002..3,556,000,999      ,<=,gene      
BD_RS16780       ,3,555,002..3,556,000,999      ,<=,CDS       
xth              ,3,556,114..3,556,881,768      ,=>,gene      
xth              ,3,556,114..3,556,881,768      ,=>,CDS       
BD_RS16790       ,3,556,917..3,557,399,483      ,<=,gene      
BD_RS16790       ,3,556,917..3,557,399,483      ,<=,CDS       
BD_RS16795       ,3,557,409..3,557,822,414      ,<=,gene      
BD_RS16795       ,3,557,409..3,557,822,414      ,<=,CDS       
BD_RS16800       ,3,557,833..3,558,363,531      ,<=,gene      
BD_RS16800       ,3,557,833..3,558,363,531      ,<=,CDS       
BD_RS16805       ,3,558,442..3,559,077,636      ,=>,gene      
BD_RS16805       ,3,558,442..3,559,077,636      ,=>,CDS       
BD_RS16810       ,3,559,074..3,559,574,501      ,<=,gene      
BD_RS16810       ,3,559,074..3,559,574,501      ,<=,CDS       
BD_RS16815       ,3,559,567..3,560,214,648      ,<=,gene      
BD_RS16815       ,3,559,567..3,560,214,648      ,<=,CDS       
BD_RS16820       ,3,560,223..3,560,825,603      ,<=,gene      
BD_RS16820       ,3,560,223..3,560,825,603      ,<=,CDS       
BD_RS16825       ,3,560,845..3,561,825,981      ,<=,gene      
BD_RS16825       ,3,560,845..3,561,825,981      ,<=,CDS       
BD_RS16830       ,3,561,899..3,562,108,210      ,<=,gene      
BD_RS16830       ,3,561,899..3,562,108,210      ,<=,CDS       
BD_RS16835       ,3,562,205..3,563,947,1743     ,=>,gene      
BD_RS16835       ,3,562,205..3,563,947,1743     ,=>,CDS       
BD_RS16840       ,3,563,991..3,564,917,927      ,=>,gene      
BD_RS16840       ,3,563,991..3,564,917,927      ,=>,CDS       
BD_RS16845       ,3,564,914..3,565,234,321      ,<=,gene      
BD_RS16845       ,3,564,914..3,565,234,321      ,<=,CDS       
BD_RS16850       ,3,565,321..3,566,010,690      ,=>,gene      
BD_RS16850       ,3,565,321..3,566,010,690      ,=>,CDS       
BD_RS16855       ,3,566,053..3,566,253,201      ,<=,gene      
BD_RS16855       ,3,566,053..3,566,253,201      ,<=,CDS       
BD_RS16860       ,3,566,368..3,566,910,543      ,=>,gene      
BD_RS16860       ,3,566,368..3,566,910,543      ,=>,CDS       
BD_RS16865       ,3,566,940..3,567,554,615      ,<=,gene      
BD_RS16865       ,3,566,940..3,567,554,615      ,<=,CDS       
BD_RS16870       ,3,567,611..3,568,513,903      ,<=,gene      
BD_RS16870       ,3,567,611..3,568,513,903      ,<=,CDS       
BD_RS16875       ,3,568,620..3,569,669,1050     ,=>,gene      
BD_RS16875       ,3,568,620..3,569,669,1050     ,=>,CDS       
BD_RS16880       ,3,569,679..3,570,872,1194     ,=>,gene      
BD_RS16880       ,3,569,679..3,570,872,1194     ,=>,CDS       
BD_RS16885       ,3,570,857..3,571,267,411      ,=>,gene      
BD_RS16885       ,3,570,857..3,571,267,411      ,=>,CDS       
BD_RS18100       ,3,571,185..3,571,430,246      ,<=,gene      
BD_RS18100       ,3,571,185..3,571,430,246      ,<=,CDS       
BD_RS16890       ,3,571,791..3,572,780,990      ,<=,gene      
BD_RS16890       ,3,571,791..3,572,780,990      ,<=,CDS       
BD_RS18005       ,3,572,755..3,573,462,708      ,<=,gene      
BD_RS18005       ,3,572,755..3,573,462,708      ,<=,CDS       
BD_RS16900       ,3,573,462..3,576,689,3228     ,<=,gene      
BD_RS16900       ,3,573,462..3,576,689,3228     ,<=,CDS       
BD_RS16905       ,3,576,704..3,577,957,1254     ,<=,gene      
BD_RS16905       ,3,576,704..3,577,957,1254     ,<=,CDS       
BD_RS16910       ,3,577,950..3,579,707,1758     ,<=,gene      
BD_RS16910       ,3,577,950..3,579,707,1758     ,<=,CDS       
BD_RS16915       ,3,579,704..3,580,798,1095     ,<=,gene      
BD_RS16915       ,3,579,704..3,580,798,1095     ,<=,CDS       
BD_RS16920       ,3,580,791..3,580,988,198      ,<=,gene      
BD_RS16920       ,3,580,791..3,580,988,198      ,<=,CDS       
ssrA             ,3,581,278..3,581,623,346      ,<=,gene      
ssrA             ,3,581,278..3,581,623,346      ,<=,tmRNA     
BD_RS16925       ,3,581,957..3,583,099,1143     ,<=,gene      
BD_RS16925       ,3,581,957..3,583,099,1143     ,<=,CDS       
BD_RS16930       ,3,583,258..3,584,154,897      ,<=,gene      
BD_RS16930       ,3,583,258..3,584,154,897      ,<=,CDS       
BD_RS16935       ,3,584,322..3,585,671,1350     ,<=,gene      
BD_RS16935       ,3,584,322..3,585,671,1350     ,<=,CDS       
BD_RS16940       ,3,585,819..3,586,511,693      ,=>,gene      
BD_RS16940       ,3,585,819..3,586,511,693      ,=>,CDS       
BD_RS16945       ,3,586,512..3,587,219,708      ,<=,gene      
BD_RS16945       ,3,586,512..3,587,219,708      ,<=,CDS       
BD_RS16950       ,3,587,310..3,588,284,975      ,=>,gene      
BD_RS16950       ,3,587,310..3,588,284,975      ,=>,CDS       
BD_RS16955       ,3,588,308..3,588,628,321      ,<=,gene      
BD_RS16955       ,3,588,308..3,588,628,321      ,<=,CDS       
BD_RS16960       ,3,588,768..3,589,556,789      ,<=,gene      
BD_RS16960       ,3,588,768..3,589,556,789      ,<=,CDS       
BD_RS16965       ,3,589,692..3,590,210,519      ,<=,gene      
BD_RS16965       ,3,589,692..3,590,210,519      ,<=,CDS       
BD_RS16970       ,3,590,429..3,591,244,816      ,<=,gene      
